English,Portuguese
"Mike ! What's going on , man ! Long time no see !","Mike! Não! O que se está a passar, meu! Há quanto tempo não nos vemos!"
"Hey , Pat ! Yeah , I haven ' t seen you in ages ! How is going ?","Olá, Pat! Sim, não te vejo há muito tempo! Como está a correr?"
"Things doing great ! It ' s funny running into you like this . Smell well , just last week I ran into Matt as well .","As coisas vão muito bem! É engraçado encontrar-te assim. Cheira bem, na semana passada encontrei-me com o Matt também."
Yeah ? How ' s he doing ?,Sim? Como é que ele está?
He ' s doing well . We went out for a couple of beers and the funniest thing happened .,Ele está indo bem. Saímos a beber umas cervejas e a coisa mais engraçada aconteceu.
Oh yeah ?,Sim?
"Well , we were talking and catching up on what we ' Ve been doing , talking about work and family , when all of a sudden , Matt saw a mouse run under his chair and he completely lost it ! He started freaking out , and screaming ...","Bem, estávamos falando e alcançándonos sobre o que'Ve andamos fazendo, falando sobre o trabalho e a família, quando de repente, Matt viu um rato correr debaixo de sua cadeira e ele perdeu-o completamente! Ele começou a passar-se e a gritar..."
"Ha ha , really ?",A sério?
"Yeah , and the funniest thing was , that he jumped on to his chair and started shrieking like a girl . You had to be there ! Everyone was staring and laughing ... it was hilarious !","Sim, e a coisa mais engraçada foi que ele saltou para a cadeira e começou a gritar como uma rapariga. Tinhas de estar lá! era hilarant!"
"Hey , Jack , where's your car ?","Jack, onde está o teu carro?"
I got rid of that clunker . This is my new one .,Eu livrei-me daquele desgraçado. Esta é a minha nova.
Is that right ? It sure beats the old one ?,A sério? De certeza que é melhor que o velho?
"Jump in , I'll give you a ride .","Entra, eu dou-te uma boleia."
"Ok . Boy , this looks expensive .","Está bem. Rapaz, isto parece caro."
"Yeah , it costed a bundle alright .","Sim, custou um pacote, está bem."
"Wow , this's sinking a hole .",Isto está a afundar um buraco.
"Yeah , this sucker is the fastest thing I've ever owned .","Sim, este idiota é a coisa mais rápida que já tive."
"I believe it . Hoo , this car corners like it's on rails .","Acredito nisso. Hoo, este carro cantos como se estivesse em trilhos."
We are on the high way . I'm the * * .,Estamos no caminho alto. Eu sou o * *.
"Wow , this car can really burn rubber .","Uau, este carro pode realmente queimar borracha."
It's a great feeling .,É uma grande sensação.
"You made a perfect choice , Jack .","Fizeste uma escolha perfeita, Jack."
"Thanks , Daisy .","Obrigado, Daisy."
What's your email address ?,Qual é o seu endereço de e-mail?
It's bulldog 123 .,É o bulldog 123.
Bulldog 123 . Are you sure that's all ?,Bulldog 123. Tens a certeza que é só isso?
Yes .,Sim.
No . That's incomplete .,Não. Isso é incompleto.
What do you mean ?,O que queres dizer?
What's your mailing address ?,Qual é a sua morada postal?
"456 Cherry Drive , Pasadena , CA 91170 .","456 Cherry Drive, Pasadena, CA 91170."
That's correct .,Isso mesmo.
So what's the problem ?,Então qual é o problema?
"Bulldog 123 is just the street . You have to give me the city , state , and ZIP code .","Bulldog 123 é apenas a rua. Você tem que me dar a cidade, estado, e código postal."
"Oh , I get it . My email address is bluedog123@yahoo . com .",Eu percebo. Meu endereço de e-mail é bluedog123@yahoo. Com.
I'm here for my appointment .,Estou aqui para a minha consulta.
What can I do for you today ?,O que posso fazer por si hoje?
I have an issue with my schedule .,Tenho um problema com a minha agenda.
Tell me the problem .,Diz-me o problema.
I have two classes on here that are at the same time .,Tenho aqui duas aulas que estão ao mesmo tempo.
"Oh , I see .",Estou a ver.
Can you change that for me ?,Podes mudar isso para mim?
Do you still want both classes ?,Ainda queres as duas aulas?
"Yes , I would like to keep both classes .","Sim, eu gostaria de manter ambas as aulas."
I'll try to change one to a different day .,Vou tentar mudar um para um dia diferente.
I would greatly appreciate that .,Agradeço imenso isso.
I ' d love to have my own farm .,Eu adoraria ter a minha própria fazenda.
It would be very hard work . Are you sure ?,Seria um trabalho muito duro. Tens a certeza?
I wouldn ' t mind getting up early morning and the physical work would make me fit and healthy .,Eu não me importaria de levantar-me cedo de manhã e o trabalho físico me faria encaixar e saudável.
Running a farm would be totally different to you current job .,Administrar uma fazenda seria totalmente diferente do seu trabalho atual.
That ' s one reason I ' d like to try it . I ' d really like to get away from working 9 to 5 in an office .,É por isso que gosto de tentar. Eu realmente gostaria de ficar longe de trabalhar 9 a 5 em um escritório.
You ' d need a lot of training before becoming a farmer . It ' s not something you can just walk into .,Você precisa de muita formação antes de se tornar um agricultor. Não é algo em que possas simplesmente entrar.
My uncle owns a farm and I ' Ve spent some time working with him . I love being in the countryside with farm animals and green fields .,Meu tio é dono de uma fazenda e eu'Ve passou algum tempo trabalhando com ele. Adoro estar no campo com animais de fazenda e campos verdes.
"Well , I ' d certainly come and visit you . It would be great to take a working holiday on a farm . I ' d love to get away from hustle and bustle of the city for a while .","Bem, eu certamente virei visitá-lo. Seria ótimo tirar umas férias de trabalho em uma fazenda. Adoraria ficar longe da agitação da cidade por um tempo."
We still have one more day to go before we return home . What will we see tomorrow ?,Ainda temos mais um dia para ir antes de voltarmos para casa. O que vamos ver amanhã?
no idea . We've enjoyed both the natural scenery and the city sights . What else is there to see ?,Não faço ideia. Desfrutamos tanto da paisagem natural como das vistas da cidade. O que mais há para ver?
what about a factory tour ?,E uma visita à fábrica?
you mean visit a factory ?,Queres dizer visitar uma fábrica?
yes . I heard there's a lager motor company nearby which open to the public every weekend . We can go to see how a car is manufactured and learn more about the automobile industry .,Sim. Ouvi dizer que há uma empresa de automóveis por perto que abre ao público todos os fins-de-semana. Podemos ir ver como um carro é fabricado e aprender mais sobre a indústria automóvel.
good idea ! I've always been interested in that . How much is the entrance fee ?,Boa ideia! Sempre me interessei por isso. Quanto é a taxa de entrada?
"I'm not sure , but as far as I know , most factory tours are free . They are sponsored by the company providing the tour .","Não tenho certeza, mas até onde eu sei, a maioria das visitas à fábrica são gratuitas. Eles são patrocinados pela empresa que fornece a turnê."
really ? What do the companies do that for ?,A sério? Para que é que as empresas fazem isso?
I believe most of them think of it as good public relations . They can promote their product and make their company better-known .,Acredito que a maioria deles pensa nisso como boas relações públicas. Eles podem promover seu produto e tornar sua empresa mais conhecida.
"oh , i see . So factory tours are good for companies as well as visitors .","Estou a ver. Assim, os passeios de fábrica são bons para empresas, bem como visitantes."
exactly .,Exatamente.
do we need an appointment beforehand ?,Precisamos de uma consulta antecipada?
I'll call the tourist information centre to check .,Vou ligar para o centro de informação turística para verificar.
"Look , here're two coins named Kai Yuan Tong Bao -- the sort of coin made in memory of the founding of a new dynasty . These two coins were made in different periods of the Tang Dynasty .","Olha, aqui estão duas moedas chamadas Kai Yuan Tong Bao -- o tipo de moeda feita em memória da fundação de uma nova dinastia. Estas duas moedas foram feitas em diferentes períodos da Dinastia Tang."
"How can you tell the difference ? From what I see , they look almost the same .","Como você pode dizer a diferença? Pelo que vejo, eles parecem quase o mesmo."
"The one made in the early Tang period is bigger and has more characters on it , while the one with smaller and elegant characters was made in late Tang period . Look carefully , and tell me if you see the difference now .","A feita no início do período Tang é maior e tem mais personagens nele, enquanto que a com personagens menores e elegantes foi feita no final do período Tang. Olhe com atenção, e diga-me se você vê a diferença agora."
"Yes , they are different ! But it's too professional . What I need is just being able to tell the real from the fake . Do you know any method we can use to tell a fake ancient coin ?","Sim, eles são diferentes! Mas é muito profissional. O que eu preciso é apenas ser capaz de dizer o real do falso. Sabe algum método que possamos usar para dizer uma moeda antiga falsa?"
Various methods were used in history to produce fake coins . We usually send the coin to an authorized unit to have it tested by experts with special machines . We can judge it with naked eyes .,Vários métodos foram utilizados na história para produzir moedas falsas. Geralmente enviamos a moeda para uma unidade autorizada para que seja testada por peritos com máquinas especiais. Podemos julgá-lo com olhos nus.
